store_id,brand_id,shop_key,store_name,trade_name,business_legal_name,street_address,city,zip5,license_start_year,brand,origin_region,primary_beverage_category,hero_products,positioning,business_model,evidence_url,store_key_norm,shop_name_input,place_id,matched_google_url,website_url,google_rating,google_user_ratings_total,google_price_level,review_snippet_count,extracted_review_rows,fetch_ok,error,review_count,source_count,avg_rating,date_min,date_max
BID|PR0089077,heytea,BID|PR0089077,HEY TEA,HEY TEA,HEY TEA,700 110th AVE NE STE 192,BELLEVUE,98004,2024.0,HEYTEA,Mainland China,CheeseTea,cheese tea/fruit tea,Premium new-style tea with high brand marketing,Direct/partner,https://www.heytea.com/,HEYTEA,HEY TEA,ChIJQZA8KGBtkFQRf7ePdSZvBJE,https://maps.google.com/?cid=10449599246378186623,https://www.heytea.com/,4.5,815.0,2.0,5,5,1,,15,2.0,3.3499999999999996,2025-10-01,2026-02-12
BID|PR0092910,heytea,BID|PR0092910,HEYTEA,HEYTEA,HEYTEA,16595 REDMOND WAY STE 165,REDMOND,98052,,HEYTEA,Mainland China,CheeseTea,cheese tea/fruit tea,Premium new-style tea with high brand marketing,Direct/partner,https://www.heytea.com/,HEYTEA,HEYTEA,ChIJOx01WQBzkFQRVeYCIAhcycE,https://maps.google.com/?cid=13963793309605488213,https://www.heytea.com/,2.6,7.0,,5,5,1,,15,2.0,3.3499999999999996,2025-10-01,2026-02-12
BID|PR0092394,heytea,BID|PR0092394,HEYTEA SOUTH LAKE UNION,HEYTEA SOUTH LAKE UNION,HEYTEA SOUTH LAKE UNION,910 John ST STE 100,SEATTLE,98109,2025.0,HEYTEA,Mainland China,CheeseTea,cheese tea/fruit tea,Premium new-style tea with high brand marketing,Direct/partner,https://www.heytea.com/,HEYTEASOUTHLAKEUNION,HEYTEA SOUTH LAKE UNION,ChIJrUM8bgAVkFQRHdrY8ZLEQuY,https://maps.google.com/?cid=16592040112588118557,https://www.heytea.com/,4.2,569.0,,5,5,1,,5,1.0,4.0,2025-08-26,2026-02-08
BID|PR0091675,happy_lemon,BID|PR0091675,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,4220 A ST SE #108,AUBURN,98002,2024.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJLSu0OKT3kFQRve4wcG4tcmk,https://maps.google.com/?cid=7598185473679355581,https://happylemonusa.com/,4.6,72.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0077019,happy_lemon,BID|PR0077019,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,1031 BELLEVUE SQUARE,BELLEVUE,98004,2024.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJQ-W6p49tkFQRyt9kanrI8xo,https://maps.google.com/?cid=1942116292423376842,https://happylemonusa.com/,4.2,1041.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0088150,happy_lemon,BID|PR0088150,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,1645 140TH AVE NE B 008,BELLEVUE,98005,2024.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJk_PdOD9tkFQRoSCfZ6D-4bs,https://maps.google.com/?cid=13538381919739125921,https://happylemonusa.com/,4.2,546.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0090928,happy_lemon,BID|PR0090928,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,17307 SE 272ND ST STE 118,COVINGTON,98042,2024.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJCbKWpYJfkFQRudlz7yMRLZk,https://maps.google.com/?cid=11037497107793828281,http://happylemonusa.com/,4.8,227.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0049678,happy_lemon,BID|PR0049678,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,1171 NW SAMMAMISH RD ,ISSAQUAH,98027,2024.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJc_0zW4dvkFQR8SRAuVV3SYw,https://maps.google.com/?cid=10108742048673703153,https://happylemonusa.com/,4.2,898.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0088862,happy_lemon,BID|PR0088862,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,320 4TH ST,KIRKLAND,98033,2024.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJ6XveupwTkFQRdDkUP0ALqEg,https://maps.google.com/?cid=5235446937382304116,https://www.happylemonusa.com/,4.3,143.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0054773,happy_lemon,BID|PR0054773,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,17181 NE REDMOND WAY STE A08,REDMOND,98052,2022.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJQ0nSlplzkFQR534-O1KTMXw,https://maps.google.com/?cid=8949095915952439015,https://happylemonusa.com/,4.0,158.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0092256,happy_lemon,BID|PR0092256,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,4250 NE 4th ST STE E,RENTON,98059,2025.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJCbRa9iBnkFQR7koW3gwXpeA,https://maps.google.com/?cid=16187369779686165230,https://linktr.ee/happylemonwa,3.8,31.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0087041,happy_lemon,BID|PR0087041,HAPPY LEMON,HAPPY LEMON,HAPPY LEMON,6014 MARTIN LUTHER KING JR WAY S,SEATTLE,98118,2022.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMON,HAPPY LEMON,ChIJbRl0CCNBkFQR9MrJLqh_sHc,https://maps.google.com/?cid=8624533646730709748,https://happylemonusa.com/,3.7,146.0,1.0,5,5,1,,85,2.0,3.8705882352941177,2022-07-20,2026-02-16
BID|PR0089611,happy_lemon,BID|PR0089611,HAPPY LEMON  dba TRICERA LLC,HAPPY LEMON  dba TRICERA LLC,HAPPY LEMON  dba TRICERA LLC,2630 NE VILLAGE LN,SEATTLE,98105,2021.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMONDBATRICERALLC,HAPPY LEMON  dba TRICERA LLC,ChIJexL63CIVkFQR_GlP5N93M-o,https://maps.google.com/?cid=16875964032179202556,https://linktr.ee/happylemonwa,4.1,206.0,1.0,5,5,1,,10,2.0,3.3,2025-02-26,2026-01-31
BID|PR0004561,happy_lemon,BID|PR0004561,HAPPY LEMON - TUKWILA,HAPPY LEMON - TUKWILA,HAPPY LEMON - TUKWILA,17105 SOUTHCENTER PKWY,TUKWILA,98188,2025.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMONTUKWILA,HAPPY LEMON - TUKWILA,ChIJr3mq3SVdkFQRJC8xPKTk8Rg,https://maps.google.com/?cid=1797469120333164324,https://www.doordash.com/store/happy-lemon-tukwila-843257/2071552/?preview=1,4.2,423.0,1.0,5,5,1,,10,2.0,4.2,2024-12-04,2026-02-03
BID|PR0090866,happy_lemon,BID|PR0090866,Happy Lemon Bubble Tea,Happy Lemon Bubble Tea,Happy Lemon Bubble Tea,9025 25TH AVE SW,SEATTLE,98106,2023.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,HAPPYLEMONBUBBLETEA,Happy Lemon Bubble Tea,ChIJEVDCx3hBkFQRi-zLEd9BJjE,https://maps.google.com/?cid=3541590583305563275,https://happylemonusa.com/,4.5,100.0,1.0,5,5,1,,5,1.0,4.0,2023-03-17,2025-11-20
BID|PR0092261,happy_lemon,BID|PR0092261,Pearl of Alki LLC DbA Happy Lemon Alki Beach,Pearl of Alki LLC DbA Happy Lemon Alki Beach,Pearl of Alki LLC DbA Happy Lemon Alki Beach,2718 Alki AVE SW,SEATTLE,98116,2025.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,PEARLOFALKILLCDBAHAPPYLEMONALKIBEACH,Pearl of Alki LLC DbA Happy Lemon Alki Beach,ChIJzUhdmntBkFQRWxABCFh5jYg,https://maps.google.com/?cid=9839654179872772187,https://happylemonusa.com/,4.2,72.0,1.0,5,5,1,,10,2.0,3.3,2025-02-16,2026-02-14
BID|PR0088970,happy_lemon,BID|PR0088970,TYRANNO LLC DBA HAPPY LEMON,TYRANNO LLC DBA HAPPY LEMON,TYRANNO LLC DBA HAPPY LEMON,2245 8TH AVE R1 1A,SEATTLE,98121,2020.0,Happy Lemon,Taiwan,CheeseTea,salted cheese tea/lemon tea,Cheese-foam and flavored tea specialist,Franchise-heavy,https://happylemonusa.com/,TYRANNOLLCDBAHAPPYLEMON,TYRANNO LLC DBA HAPPY LEMON,ChIJIQQjo9MVkFQRQA5DT34CEAs,https://maps.google.com/?cid=797139875563507264,https://linktr.ee/happylemonwa,4.0,471.0,1.0,5,5,1,,5,1.0,4.0,2023-03-15,2025-07-27
BID|PR0083088,hi_tea_cafe,BID|PR0083088,HI TEA CAFE,HI TEA CAFE,HI TEA CAFE,202 BROADWAY E,SEATTLE,98102,2019.0,Hi Tea Cafe,Local/Regional,MilkTea,milk tea/fruit tea,Tea cafe concept,Independent,,HITEACAFE,HI TEA CAFE,ChIJqzZNo4UVkFQRz74L2_Bp-28,https://maps.google.com/?cid=8069159640552423119,http://www.ordertogo.com/HiTeaCafe,4.6,226.0,1.0,5,5,1,,5,1.0,4.8,2022-03-24,2026-02-01
BID|PR0057251,independent_other,BID|PR0057251,ALKI ICE CREAM & BUBBLE TEA,ALKI ICE CREAM & BUBBLE TEA,ALKI ICE CREAM & BUBBLE TEA,2622 ALKI AVE SW #101,SEATTLE,98116,2023.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,ALKIICECREAMBUBBLETEA,ALKI ICE CREAM & BUBBLE TEA,ChIJqdjBWrlBkFQRs3xgGcffBjQ,https://maps.google.com/?cid=3748929786049756339,,4.1,50.0,,5,5,1,,10,2.0,4.7,2023-06-08,2026-02-14
BID|PR0026200,independent_other,BID|PR0026200,BOBA EXPRESS,BOBA EXPRESS,BOBA EXPRESS,15600 NE 8TH ST PM3,BELLEVUE,98008,2021.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,BOBAEXPRESS,BOBA EXPRESS,ChIJz_B3r7ptkFQR0teEH0R_zLY,https://maps.google.com/?cid=13172042940715161554,,3.2,147.0,1.0,5,5,1,,10,2.0,2.8,2018-07-05,2025-12-19
BID|PR0092783,independent_other,BID|PR0092783,BOBA GO LLC,BOBA GO LLC,BOBA GO LLC,1740 1ST AVE S,SEATTLE,98134,2025.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,BOBAGOLLC,BOBA GO LLC,ChIJHcQlCMBrkFQRo0qTAFkFbQY,https://maps.google.com/?cid=463032216508910243,https://www.seattlecommissary.com/,3.7,6.0,,5,3,1,,3,1.0,3.6666666666666665,2018-11-15,2026-01-29
BID|PR0081056,independent_other,BID|PR0081056,BOBA SMOOTHIES #9075,BOBA SMOOTHIES #9075,BOBA SMOOTHIES #9075,2800 SOUTHCENTER MALL,TUKWILA,98188,2010.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,BOBASMOOTHIES9075,BOBA SMOOTHIES #9075,ChIJc5yNB9NckFQRx5PnUeKETtA,https://maps.google.com/?cid=15010080715644048327,https://www.westfield.com/southcenter/stores/all-stores/boba-smoothies/53782,3.8,153.0,1.0,5,5,1,,10,2.0,3.3,2017-08-12,2025-06-14
BID|PR0085442,independent_other,BID|PR0085442,BOBA UP,BOBA UP,BOBA UP,4141 UNIVERSITY WAY NE #103,SEATTLE,98105,2018.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,BOBAUP,BOBA UP,ChIJP56j_coVkFQRvYmtsrRIjfo,https://maps.google.com/?cid=18054166422127217085,https://bobaupseattle.com/?utm_source=google,4.5,1140.0,1.0,5,5,1,,5,1.0,4.6,2025-07-19,2026-01-27
BID|PR0018797,independent_other,BID|PR0018797,HUB BOBA LLC,HUB BOBA LLC,HUB BOBA LLC,2900 78TH AVE SE,MERCER ISLAND,98040,2023.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,HUBBOBALLC,HUB BOBA LLC,ChIJN8H4vSprkFQRqUehS_JYy5I,https://maps.google.com/?cid=10577645947483932585,,4.0,57.0,,5,5,1,,10,2.0,4.0,2023-07-03,2026-02-06
BID|PR0081913,independent_other,BID|PR0081913,HYSON BOBA TEA & CAFE,HYSON BOBA TEA & CAFE,HYSON BOBA TEA & CAFE,2207 E MADISON ST,SEATTLE,98112,2025.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,HYSONBOBATEACAFE,HYSON BOBA TEA & CAFE,ChIJZTy2dZ5rkFQRFVlqrXPh11Y,https://maps.google.com/?cid=6257718094201510165,https://order.toasttab.com/online/hyson-tra-banh-mi-2207-e-madison-street,4.7,187.0,1.0,5,5,1,,5,1.0,4.4,2025-08-21,2026-01-04
BID|PR0070169,independent_other,BID|PR0070169,I-TEA,I-TEA,I-TEA,18230 E VALLEY HWY #176,KENT,98032,2016.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,ITEA,I-TEA,ChIJ93pJfChdkFQRCdcusKuDOYg,https://maps.google.com/?cid=9816021636249212681,http://slevelteaus.com/,4.4,307.0,1.0,5,5,1,,5,1.0,4.8,2022-02-06,2025-09-20
BID|PR0090183,independent_other,BID|PR0090183,JUST POKE AND PURE BOBA,JUST POKE AND PURE BOBA,JUST POKE AND PURE BOBA,17819 108TH AVE SE,RENTON,98055,2022.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,JUSTPOKEANDPUREBOBA,JUST POKE AND PURE BOBA,ChIJw7xt3-ZdkFQRS9mfqSdIR_Q,https://maps.google.com/?cid=17602117003787622731,https://justpoke.com/,4.2,69.0,2.0,5,5,1,,5,1.0,4.8,2023-05-17,2026-02-12
BID|PR0071303,independent_other,BID|PR0071303,MAMA'S VIET KITCHEN & BOBA GEM,MAMA'S VIET KITCHEN & BOBA GEM,MAMA'S VIET KITCHEN & BOBA GEM,4213 UNIVERSITY WAY NE ,SEATTLE,98105,2022.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,MAMASVIETKITCHENBOBAGEM,MAMA'S VIET KITCHEN & BOBA GEM,ChIJ9eJeg9EVkFQRL_hCVBLBFTE,https://maps.google.com/?cid=3536945366836639791,http://mamasvietkitchen.com/,4.2,154.0,1.0,5,5,1,,10,2.0,4.3,2022-12-29,2026-01-15
BID|PR0089635,independent_other,BID|PR0089635,"MICHELLE'S BUBBLE TEA, INC.","MICHELLE'S BUBBLE TEA, INC.","MICHELLE'S BUBBLE TEA, INC.",4740 42nd AVE SW STE 27,WEST SEATTLE,98116,2021.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,MICHELLESBUBBLETEAINC,"MICHELLE'S BUBBLE TEA, INC.",ChIJYc3jnY9BkFQRYCVO20IlwxE,https://maps.google.com/?cid=1279907688180753760,https://www.1992sharetea.com/,4.1,98.0,1.0,5,5,1,,10,2.0,4.6,2021-07-02,2026-02-03
BID|PR0087742,independent_other,BID|PR0087742,NEIGHBORHOOD BUBBLE TEA AND COFFEE,NEIGHBORHOOD BUBBLE TEA AND COFFEE,NEIGHBORHOOD BUBBLE TEA AND COFFEE,17801 INTERNATIONAL BL HS 01,SEATAC,98158,2023.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,NEIGHBORHOODBUBBLETEAANDCOFFEE,NEIGHBORHOOD BUBBLE TEA AND COFFEE,ChIJrSfzDbBdkFQRqS5qq4TavXU,https://maps.google.com/?cid=8484177536382283433,http://neighborhoodsea.com/,4.0,141.0,,5,5,1,,5,1.0,3.2,2025-08-29,2026-01-31
BID|PR0091922,independent_other,BID|PR0091922,OMO Thai Tea,OMO Thai Tea,OMO Thai Tea,10226 NE 10th ST,BELLEVUE,98004,2025.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,OMOTHAITEA,OMO Thai Tea,ChIJC6Mzp8NtkFQR2ZwLSIovDUs,https://maps.google.com/?cid=5408030998502546649,https://omothaitea.com/,4.9,957.0,,5,5,1,,10,2.0,4.2,2025-12-23,2026-02-03
BID|PR0081977,independent_other,BID|PR0081977,T4 TEA FOR U,T4 TEA FOR U,T4 TEA FOR U,4056 FACTORIA MALL SE,BELLEVUE,98006,2025.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,T4TEAFORU,T4 TEA FOR U,ChIJe2JfLi1pkFQRxmo0Oqc6JQ0,https://maps.google.com/?cid=947227786541820614,https://www.t4seattle.com/,4.4,136.0,,5,5,1,,5,1.0,5.0,2025-08-09,2026-01-24
BID|PR0013093,independent_other,BID|PR0013093,WOODINVILLE BAGEL BOBA,WOODINVILLE BAGEL BOBA,WOODINVILLE BAGEL BOBA,14126 NE WOODINVILLE/ DUVALL RD STE D-21,WOODINVILLE,98072,2024.0,Independent/Other,Mixed,Unknown,,Long-tail independent shops,Independent,,WOODINVILLEBAGELBOBA,WOODINVILLE BAGEL BOBA,ChIJZWDhlygMkFQR4Xxz-ow3ODw,https://maps.google.com/?cid=4339279319608294625,https://woodinvillebagel.com/,4.3,713.0,1.0,5,5,1,,10,2.0,4.1,2024-12-15,2026-02-12
BID|PR0087745,jay_tea,BID|PR0087745,JAY TEA,JAY TEA,JAY TEA,1067 SOUTHCENTER MALL,TUKWILA,98188,2024.0,Jay Tea,Local/Regional,MilkTea,milk tea/fruit tea,Tea-focused independent concept,Independent,,JAYTEA,JAY TEA,ChIJ32d1AXddkFQREfzOaKf303c,https://maps.google.com/?cid=8634517208989367313,,4.4,55.0,2.0,5,5,1,,10,2.0,3.2,2019-02-25,2026-01-19
BID|PR0092931,jinjin_matcha,BID|PR0092931,JinJin Matcha,JinJin Matcha,JinJin Matcha,1325 4TH AVE Ste 103,SEATTLE,98101,,JinJin Matcha,Local/Regional,Matcha,matcha drinks,Matcha specialty concept,Independent,,JINJINMATCHA,JinJin Matcha,ChIJGy4McgBrkFQRdryDJRlK9dA,https://maps.google.com/?cid=15057022401047149686,,4.6,24.0,,5,5,1,,5,1.0,4.8,2026-01-13,2026-01-24
BID|PR0091761,kung_fu_tea,BID|PR0091761,KUNG FU TEA X TKK CHICKEN,KUNG FU TEA X TKK CHICKEN,KUNG FU TEA X TKK CHICKEN,17629 108TH AVE SE UNIT 27,RENTON,98055,2024.0,Kung Fu Tea,United States (Taiwan-style),MilkTea,milk tea/customized sugar-ice,Large US chain focused on milk tea and customization,Franchise-heavy,https://www.kungfutea.com/,KUNGFUTEAXTKKCHICKEN,KUNG FU TEA X TKK CHICKEN,ChIJZUaxO85dkFQRuq_Y2GRDio8,https://maps.google.com/?cid=10343153594623635386,https://linktr.ee/kungfutea_renton,4.2,104.0,1.0,5,5,1,,10,2.0,3.7,2024-12-10,2026-01-31
BID|PR0083744,macu_tea,BID|PR0083744,MACU TEA,MACU TEA,MACU TEA,10435 NE 4TH ST STE L,BELLEVUE,98004,2025.0,Macu Tea,Taiwan,MilkTea,pearl milk tea,Youth-oriented milk tea chain,Franchise/select,,MACUTEA,MACU TEA,ChIJt4unWlhtkFQRyzykrLQNkg4,https://maps.google.com/?cid=1049916732772465867,https://macuteabellevue.com/,4.6,115.0,1.0,5,5,1,,20,2.0,4.55,2025-07-29,2026-02-23
BID|PR0084565,macu_tea,BID|PR0084565,MACU TEA,MACU TEA,MACU TEA,1100 NE 45TH ST STE 100,SEATTLE,98105,2024.0,Macu Tea,Taiwan,MilkTea,pearl milk tea,Youth-oriented milk tea chain,Franchise/select,,MACUTEA,MACU TEA,ChIJ7UyBHgAVkFQRLBcyohk6qM8,https://maps.google.com/?cid=14963273643708258092,https://macutea.com.tw/en,4.7,385.0,1.0,5,5,1,,20,2.0,4.55,2025-07-29,2026-02-23
BID|PR0033930,matcha_magic,BID|PR0033930,MATCHA MAGIC,MATCHA MAGIC,MATCHA MAGIC,10246 MAIN ST A,BELLEVUE,98004,2025.0,Matcha Magic,Local/Regional,Matcha,matcha latte/matcha dessert,Matcha-focused multi-store concept,Independent,,MATCHAMAGIC,MATCHA MAGIC,ChIJ31EeKlhtkFQRT6p6o27OBD8,https://maps.google.com/?cid=4540981298880752207,http://www.itsmatchamagic.com/,4.6,480.0,2.0,5,5,1,,10,1.0,4.6,2025-04-22,2026-01-24
BID|PR0090810,matcha_magic,BID|PR0090810,MATCHA MAGIC,MATCHA MAGIC,MATCHA MAGIC,7705 168TH AVE NE,REDMOND,98052,2025.0,Matcha Magic,Local/Regional,Matcha,matcha latte/matcha dessert,Matcha-focused multi-store concept,Independent,,MATCHAMAGIC,MATCHA MAGIC,ChIJcan8CgBzkFQRpajXQMe8DEw,https://maps.google.com/?cid=5479962410575440037,https://itsmatchamagic.com/,4.8,283.0,,5,5,1,,10,1.0,4.6,2025-04-22,2026-01-24
BID|PR0092823,matcha_magic,BID|PR0092823,MATCHA MAGIC CAFE,MATCHA MAGIC CAFE,MATCHA MAGIC CAFE,1530 11TH AVE STE A,SEATTLE,98122,2025.0,Matcha Magic,Local/Regional,Matcha,matcha latte/matcha dessert,Matcha-focused multi-store concept,Independent,,MATCHAMAGICCAFE,MATCHA MAGIC CAFE,ChIJq8-wWk1rkFQRM6WEAOx7x2k,https://maps.google.com/?cid=7622197147899045171,https://www.itsmatchamagic.com/,4.9,240.0,,5,5,1,,5,1.0,5.0,2025-09-29,2026-01-11
BID|PR0086079,matcha_magic,BID|PR0086079,MATCHA MAGIC- SOUTHLAKE UNION,MATCHA MAGIC- SOUTHLAKE UNION,MATCHA MAGIC- SOUTHLAKE UNION,500 FAIRVIEW AVE N STE 140,SEATTLE,98109,,Matcha Magic,Local/Regional,Matcha,matcha latte/matcha dessert,Matcha-focused multi-store concept,Independent,,MATCHAMAGICSOUTHLAKEUNION,MATCHA MAGIC- SOUTHLAKE UNION,ChIJq8-wWk1rkFQRM6WEAOx7x2k,https://maps.google.com/?cid=7622197147899045171,https://www.itsmatchamagic.com/,4.9,240.0,,5,5,1,,5,1.0,5.0,2025-09-29,2026-01-11
BID|PR0090483,matcha_man,BID|PR0090483,Matcha Man Icecream LLC,Matcha Man Icecream LLC,Matcha Man Icecream LLC,6014 12th AVE S,SEATTLE,98108,2022.0,Matcha Man,Local/Regional,Matcha,matcha ice cream/matcha drinks,Matcha dessert and beverage concept,Independent,,MATCHAMANICECREAMLLC,Matcha Man Icecream LLC,ChIJrSeqgMVBkFQRnqiExQNhuY8,https://maps.google.com/?cid=10356415486941767838,,4.6,423.0,1.0,5,5,1,,5,1.0,5.0,2025-08-13,2026-01-23
BID|PR0091672,mauritius_brown_bubble_tea,BID|PR0091672,MAURITIUS BROWN BUBBLE TEA,MAURITIUS BROWN BUBBLE TEA,MAURITIUS BROWN BUBBLE TEA,18151 68TH AVE NE STE 101,KENMORE,98028,2020.0,Mauritius Brown Bubble Tea,Local/Regional,MilkTea,brown sugar boba,Tea-forward boba concept with brown sugar focus,Independent,,MAURITIUSBROWNBUBBLETEA,MAURITIUS BROWN BUBBLE TEA,ChIJs-3hDu8PkFQRN4vEd1CFt_k,https://maps.google.com/?cid=17993997416835353399,https://mbrowntea.com/,4.8,103.0,1.0,5,5,1,,5,1.0,4.8,2024-05-25,2026-01-25
BID|PR0076771,miro_tea,BID|PR0076771,MIRO TEA,MIRO TEA,MIRO TEA,5405 BALLARD AVE NW ,SEATTLE,98107,2007.0,Miro Tea,Local/Regional,PureTea,loose-leaf tea,Specialty tea house concept,Independent,,MIROTEA,MIRO TEA,ChIJT5j7Y8YVkFQRCeKtQH6eJSI,https://maps.google.com/?cid=2460547036516049417,http://www.mirotea.com/,4.7,941.0,1.0,5,5,1,,5,1.0,4.8,2025-08-05,2026-02-03
BID|PR0076480,miro_tea,BID|PR0076480,MIRO TEA ANNEX,MIRO TEA ANNEX,MIRO TEA ANNEX,2555 21ST AVE W ,SEATTLE,98199,2021.0,Miro Tea,Local/Regional,PureTea,loose-leaf tea,Specialty tea house concept,Independent,,MIROTEAANNEX,MIRO TEA ANNEX,ChIJT5j7Y8YVkFQRCeKtQH6eJSI,https://maps.google.com/?cid=2460547036516049417,http://www.mirotea.com/,4.7,941.0,1.0,5,5,1,,5,1.0,4.8,2025-08-05,2026-02-03
BID|PR0089691,miss_boba,BID|PR0089691,MISS BOBA,MISS BOBA,MISS BOBA,302 WASHINGTON AVE S,KENT,98032,2021.0,Miss Boba,Local/Regional,MilkTea,boba milk tea,Independent boba-focused shop,Independent,,MISSBOBA,MISS BOBA,ChIJuwus209bkFQRtoD3yVUQuR4,https://maps.google.com/?cid=2213818652476014774,https://missbobakent.com/,4.7,479.0,,5,5,1,,10,2.0,4.6,2025-07-23,2026-02-01
